index,id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name,R,G,B
33,12995,0,Somatosensory areas layer 4,SS4,,1,3,8690,453,7,1,33,/997/8/567/688/695/315/453/12995/,188064,0,,f,34,1342506384,734881840,Somatosensory areas layer 4,0.094117647,0.501960784,0.392156863
40,865,1098,Primary somatosensory area layer 4,SSp4,,1,3,8690,322,8,1,40,/997/8/567/688/695/315/453/322/865/,188064,0,,f,41,931859166,734881840,Primary somatosensory area layer 4,0.094117647,0.501960784,0.392156863
47,654,647,Primary somatosensory area nose layer 4,SSp-n4,,1,3,8690,353,9,1,47,/997/8/567/688/695/315/453/322/353/654/,188064,0,,f,48,2147483647,734881840,Primary somatosensory area nose layer 4,0.094117647,0.501960784,0.392156863
54,1047,979,Primary somatosensory area barrel field layer 4,SSp-bfd4,,1,3,8690,329,9,1,54,/997/8/567/688/695/315/453/322/329/1047/,188064,0,,f,55,2147483647,734881840,Primary somatosensory area barrel field layer 4,0.094117647,0.501960784,0.392156863
61,480149214,0,Rostrolateral lateral visual area layer 4,VISrll4,,1,3,8690,480149202,10,1,61,/997/8/567/688/695/315/453/322/329/480149202/480149214/,188064,0,,f,62,2147483647,734881840,Rostrolateral lateral visual area layer 4,0.094117647,0.501960784,0.392156863
68,1094,985,Primary somatosensory area lower limb layer 4,SSp-ll4,,1,3,8690,337,9,1,68,/997/8/567/688/695/315/453/322/337/1094/,188064,0,,f,69,33028960,734881840,Primary somatosensory area lower limb layer 4,0.094117647,0.501960784,0.392156863
75,950,967,Primary somatosensory area mouth layer 4,SSp-m4,,1,3,8690,345,9,1,75,/997/8/567/688/695/315/453/322/345/950/,188064,0,,f,76,2147483647,734881840,Primary somatosensory area mouth layer 4,0.094117647,0.501960784,0.392156863
82,577,1062,Primary somatosensory area upper limb layer 4,SSp-ul4,,1,3,8690,369,9,1,82,/997/8/567/688/695/315/453/322/369/577/,188064,0,,f,83,2147483647,734881840,Primary somatosensory area upper limb layer 4,0.094117647,0.501960784,0.392156863
89,1086,984,Primary somatosensory area trunk layer 4,SSp-tr4,,1,3,8690,361,9,1,89,/997/8/567/688/695/315/453/322/361/1086/,188064,0,,f,90,1741439834,734881840,Primary somatosensory area trunk layer 4,0.094117647,0.501960784,0.392156863
96,182305701,0,Primary somatosensory area unassigned layer 4,SSp-un4,,1,3,8690,182305689,9,1,96,/997/8/567/688/695/315/453/322/182305689/182305701/,188064,0,,f,97,481073879,734881840,Primary somatosensory area unassigned layer 4,0.094117647,0.501960784,0.392156863
103,1035,1119,Supplemental somatosensory area layer 4,SSs4,,1,3,8690,378,8,1,103,/997/8/567/688/695/315/453/378/1035/,188064,0,,f,104,1509795198,734881840,Supplemental somatosensory area layer 4,0.094117647,0.501960784,0.392156863
110,148,1008,Gustatory areas layer 4,GU4,,1,3,8690,1057,7,1,110,/997/8/567/688/695/315/1057/148/,009C75,0,,f,111,2147483647,734881840,Gustatory areas layer 4,0,0.611764706,0.458823529
117,1010,1116,Visceral area layer 4,VISC4,,1,3,8690,677,7,1,117,/997/8/567/688/695/315/677/1010/,11AD83,0,,f,118,1016575502,734881840,Visceral area layer 4,0.066666667,0.678431373,0.51372549
125,678,650,Dorsal auditory area layer 4,AUDd4,,1,3,8690,1011,8,1,125,/997/8/567/688/695/315/247/1011/678/,19399,0,,f,126,2147483647,734881840,Dorsal auditory area layer 4,0.003921569,0.576470588,0.6
132,480149242,0,Laterolateral anterior visual area layer 4,VISlla4,,1,3,8690,480149230,9,1,132,/997/8/567/688/695/315/247/1011/480149230/480149242/,19399,0,,f,133,1065839373,734881840,Laterolateral anterior visual area layer 4,0.003921569,0.576470588,0.6
139,816,950,Primary auditory area layer 4,AUDp4,,1,3,8690,1002,8,1,139,/997/8/567/688/695/315/247/1002/816/,19399,0,,f,140,1680716233,734881840,Primary auditory area layer 4,0.003921569,0.576470588,0.6
146,759,943,Posterior auditory area layer 4,AUDpo4,,1,3,8690,1027,8,1,146,/997/8/567/688/695/315/247/1027/759/,19399,0,,f,147,2120666346,734881840,Posterior auditory area layer 4,0.003921569,0.576470588,0.6
153,990,972,Ventral auditory area layer 4,AUDv4,,1,3,8690,1018,8,1,153,/997/8/567/688/695/315/247/1018/990/,19399,0,,f,154,2147483647,734881840,Ventral auditory area layer 4,0.003921569,0.576470588,0.6
160,913,1104,Visual areas layer 4,VIS4,,1,3,8690,669,7,1,160,/997/8/567/688/695/315/669/913/,08858C,0,,f,161,2147483647,734881840,Visual areas layer 4,0.031372549,0.521568627,0.549019608
167,1114,1129,Anterolateral visual area layer 4,VISal4,,1,3,8690,402,8,1,167,/997/8/567/688/695/315/669/402/1114/,08858C,0,,f,168,2147483647,734881840,Anterolateral visual area layer 4,0.031372549,0.521568627,0.549019608
