index,id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name,R,G,B
193,750,942,Posterolateral visual area layer 1,VISpl1,,1,3,8690,425,8,1,193,/997/8/567/688/695/315/669/425/750/,08858C,0,,f,194,2147483647,734881840,Posterolateral visual area layer 1,0.031372549,0.521568627,0.549019608
200,805,383,posteromedial visual area layer 1,VISpm1,,1,3,8690,533,8,1,200,/997/8/567/688/695/315/669/533/805/,08858C,0,,f,201,403944131,734881840,posteromedial visual area layer 1,0.031372549,0.521568627,0.549019608
207,312782578,0,Laterointermediate area layer 1,VISli1,,1,3,8690,312782574,8,1,207,/997/8/567/688/695/315/669/312782574/312782578/,08858C,0,,f,208,2147483647,734881840,Laterointermediate area layer 1,0.031372549,0.521568627,0.549019608
214,312782632,0,Postrhinal area layer 1,VISpor1,,1,3,8690,312782628,8,1,214,/997/8/567/688/695/315/669/312782628/312782632/,08858C,0,,f,215,1476324402,734881840,Postrhinal area layer 1,0.03137255,0.52156863,0.54901961
221,572,1061,Anterior cingulate area layer 1,ACA1,,1,3,8690,31,7,1,221,/997/8/567/688/695/315/31/572/,40A666,0,,f,222,1447442455,734881840,Anterior cingulate area layer 1,0.250980392,0.650980392,0.4
227,935,965,Anterior cingulate area dorsal part layer 1,ACAd1,,1,3,8690,39,8,1,227,/997/8/567/688/695/315/31/39/935/,40A666,0,,f,228,2147483647,734881840,Anterior cingulate area dorsal part layer 1,0.250980392,0.650980392,0.4
233,588,1063,Anterior cingulate area ventral part layer 1,ACAv1,,1,3,8690,48,8,1,233,/997/8/567/688/695/315/31/48/588/,40A666,0,,f,234,2147483647,734881840,Anterior cingulate area ventral part layer 1,0.250980392,0.650980392,0.4
239,171,1011,Prelimbic area layer 1,PL1,,1,3,8690,972,7,1,239,/997/8/567/688/695/315/972/171/,2FA850,0,,f,240,1260135134,734881840,Prelimbic area layer 1,0.184313725,0.658823529,0.31372549
246,707,1078,Infralimbic area layer 1,ILA1,,1,3,8690,44,7,1,246,/997/8/567/688/695/315/44/707/,59B363,0,,f,247,2147483647,734881840,Infralimbic area layer 1,0.349019608,0.701960784,0.388235294
253,264,881,Orbital area layer 1,ORB1,,1,3,8690,714,7,1,253,/997/8/567/688/695/315/714/264/,248A5E,0,,f,254,737328270,734881840,Orbital area layer 1,0.141176471,0.541176471,0.368627451
259,448,621,Orbital area lateral part layer 1,ORBl1,,1,3,8690,723,8,1,259,/997/8/567/688/695/315/714/723/448/,248A5E,0,,f,260,370428134,734881840,Orbital area lateral part layer 1,0.141176471,0.541176471,0.368627451
265,484,1050,Orbital area medial part layer 1,ORBm1,,1,3,8690,731,8,1,265,/997/8/567/688/695/315/714/731/484/,248A5E,0,,f,266,1842613794,734881840,Orbital area medial part layer 1,0.141176471,0.541176471,0.368627451
273,969,1111,Orbital area ventrolateral part layer 1,ORBvl1,,1,3,8690,746,8,1,273,/997/8/567/688/695/315/714/746/969/,248A5E,0,,f,274,2147483647,734881840,Orbital area ventrolateral part layer 1,0.141176471,0.541176471,0.368627451
280,996,1114,Agranular insular area dorsal part layer 1,AId1,,1,3,8690,104,8,1,280,/997/8/567/688/695/315/95/104/996/,219866,0,,f,281,633930990,734881840,Agranular insular area dorsal part layer 1,0.129411765,0.596078431,0.4
286,120,863,Agranular insular area posterior part layer 1,AIp1,,1,3,8690,111,8,1,286,/997/8/567/688/695/315/95/111/120/,219866,0,,f,287,2147483647,734881840,Agranular insular area posterior part layer 1,0.129411765,0.596078431,0.4
292,704,936,Agranular insular area ventral part layer 1,AIv1,,1,3,8690,119,8,1,292,/997/8/567/688/695/315/95/119/704/,219866,0,,f,293,2147483647,734881840,Agranular insular area ventral part layer 1,0.129411765,0.596078431,0.4
299,671,932,Retrosplenial area lateral agranular part layer 1,RSPagl1,,1,3,8690,894,8,1,299,/997/8/567/688/695/315/254/894/671/,1AA698,0,,f,300,149448588,734881840,Retrosplenial area lateral agranular part layer 1,0.101960784,0.650980392,0.596078431
305,480149262,0,Mediomedial anterior visual area layer 1,VISmma1,,1,3,8690,480149258,9,1,305,/997/8/567/688/695/315/254/894/480149258/480149262/,1AA698,0,,f,306,2147483647,734881840,Mediomedial anterior visual area layer 1,0.101960784,0.650980392,0.596078431
312,480149290,0,Mediomedial posterior visual area layer 1,VISmmp1,,1,3,8690,480149286,9,1,312,/997/8/567/688/695/315/254/894/480149286/480149290/,1AA698,0,,f,313,504923420,734881840,Mediomedial posterior visual area layer 1,0.101960784,0.650980392,0.596078431
319,480149318,0,Medial visual area layer 1,VISm1,,1,3,8690,480149314,9,1,319,/997/8/567/688/695/315/254/894/480149314/480149318/,1AA698,0,,f,320,1653035992,734881840,Medial visual area layer 1,0.101960784,0.650980392,0.596078431
326,442,1045,Retrosplenial area dorsal part layer 1,RSPd1,,1,3,8690,879,8,1,326,/997/8/567/688/695/315/254/879/442/,1AA698,0,,f,327,2147483647,734881840,Retrosplenial area dorsal part layer 1,0.101960784,0.650980392,0.596078431
333,542,633,Retrosplenial area ventral part layer 1,RSPv1,,1,3,8690,886,8,1,333,/997/8/567/688/695/315/254/886/542/,1AA698,0,,f,334,1320301965,734881840,Retrosplenial area ventral part layer 1,0.101960784,0.650980392,0.596078431
340,532,1056,Posterior parietal association areas layer 1,PTLp1,,1,3,8690,22,7,1,340,/997/8/567/688/695/315/22/532/,009FAC,0,,f,341,1126558061,734881840,Posterior parietal association areas layer 1,0,0.623529412,0.674509804
347,312782550,0,Anterior area layer 1,VISa1,,1,3,8690,312782546,8,1,347,/997/8/567/688/695/315/22/312782546/312782550/,009FAC,0,,f,348,10340068,734881840,Anterior area layer 1,0,0.623529412,0.674509804
354,312782604,0,Rostrolateral area layer 1,VISrl1,,1,3,8690,417,8,1,354,/997/8/567/688/695/315/22/417/312782604/,009FAC,0,,f,355,2147483647,734881840,Rostrolateral area layer 1,0,0.623529412,0.674509804
361,97,1002,Temporal association areas layer 1,TEa1,,1,3,8690,541,7,1,361,/997/8/567/688/695/315/541/97/,15B0B3,0,,f,362,456768453,734881840,Temporal association areas layer 1,0.082352941,0.690196078,0.701960784
368,540,1057,Perirhinal area layer 1,PERI1,,1,3,8690,922,7,1,368,/997/8/567/688/695/315/922/540/,0E9684,0,,f,369,161492388,734881840,Perirhinal area layer 1,0.054901961,0.588235294,0.517647059
374,836,1094,Ectorhinal area/Layer 1,ECT1,,1,3,8690,895,7,1,374,/997/8/567/688/695/315/895/836/,0D9F91,0,,f,375,2147483647,734881840,Ectorhinal area/Layer 1,0.050980392,0.623529412,0.568627451
