index,id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name,R,G,B
9,526157192,0,Frontal pole layer 5,FRP5,,1,3,8690,184,7,1,9,/997/8/567/688/695/315/184/526157192/,268F45,0,,f,10,1413248090,734881840,Frontal pole layer 5,0.149019608,0.560784314,0.270588235
15,299,1027,Somatomotor areas Layer 5,MO5,,1,3,8690,500,7,1,15,/997/8/567/688/695/315/500/299/,1F9D5A,0,,f,16,851674589,734881840,Somatomotor areas Layer 5,0.121568627,0.615686275,0.352941176
21,648,929,Primary motor area Layer 5,MOp5,,1,3,8690,985,8,1,21,/997/8/567/688/695/315/500/985/648/,1F9D5A,0,,f,22,628930507,734881840,Primary motor area Layer 5,0.121568627,0.615686275,0.352941176
27,767,944,Secondary motor area layer 5,MOs5,,1,3,8690,993,8,1,27,/997/8/567/688/695/315/500/993/767/,1F9D5A,0,,f,28,2147483647,734881840,Secondary motor area layer 5,0.121568627,0.615686275,0.352941176
34,12996,0,Somatosensory areas layer 5,SS5,,1,3,8690,453,7,1,34,/997/8/567/688/695/315/453/12996/,188064,0,,f,35,654456070,734881840,Somatosensory areas layer 5,0.094117647,0.501960784,0.392156863
41,921,1105,Primary somatosensory area layer 5,SSp5,,1,3,8690,322,8,1,41,/997/8/567/688/695/315/453/322/921/,188064,0,,f,42,1082931784,734881840,Primary somatosensory area layer 5,0.094117647,0.501960784,0.392156863
48,702,653,Primary somatosensory area nose layer 5,SSp-n5,,1,3,8690,353,9,1,48,/997/8/567/688/695/315/453/322/353/702/,188064,0,,f,49,2147483647,734881840,Primary somatosensory area nose layer 5,0.094117647,0.501960784,0.392156863
55,1070,982,Primary somatosensory area barrel field layer 5,SSp-bfd5,,1,3,8690,329,9,1,55,/997/8/567/688/695/315/453/322/329/1070/,188064,0,,f,56,2147483647,734881840,Primary somatosensory area barrel field layer 5,0.094117647,0.501960784,0.392156863
62,480149218,0,Rostrolateral lateral visual arealayer 5,VISrll5,,1,3,8690,480149202,10,1,62,/997/8/567/688/695/315/453/322/329/480149202/480149218/,188064,0,,f,63,1253499024,734881840,Rostrolateral lateral visual arealayer 5,0.094117647,0.501960784,0.392156863
69,1128,989,Primary somatosensory area lower limb layer 5,SSp-ll5,,1,3,8690,337,9,1,69,/997/8/567/688/695/315/453/322/337/1128/,188064,0,,f,70,1995492342,734881840,Primary somatosensory area lower limb layer 5,0.094117647,0.501960784,0.392156863
