index,id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name,R,G,B
278,95,11,Agranular insular area,AI,,1,3,8690,315,6,1,278,/997/8/567/688/695/315/95/,219866,0,,f,279,2147483647,734881840,Agranular insular area,0.129411765,0.596078431,0.4
279,104,12,Agranular insular area dorsal part,AId,,1,3,8690,95,7,1,279,/997/8/567/688/695/315/95/104/,219866,0,,f,280,289370996,734881840,Agranular insular area dorsal part,0.129411765,0.596078431,0.4
280,996,1114,Agranular insular area dorsal part layer 1,AId1,,1,3,8690,104,8,1,280,/997/8/567/688/695/315/95/104/996/,219866,0,,f,281,633930990,734881840,Agranular insular area dorsal part layer 1,0.129411765,0.596078431,0.4
281,328,889,Agranular insular area dorsal part layer 2/3,AId2/3,,1,3,8690,104,8,1,281,/997/8/567/688/695/315/95/104/328/,219866,0,,f,282,700697199,734881840,Agranular insular area dorsal part layer 2/3,0.129411765,0.596078431,0.4
282,1101,1127,Agranular insular area dorsal part layer 5,AId5,,1,3,8690,104,8,1,282,/997/8/567/688/695/315/95/104/1101/,219866,0,,f,283,581222647,734881840,Agranular insular area dorsal part layer 5,0.129411765,0.596078431,0.4
283,783,946,Agranular insular area dorsal part layer 6a,AId6a,,1,3,8690,104,8,1,283,/997/8/567/688/695/315/95/104/783/,219866,0,,f,284,2147483647,734881840,Agranular insular area dorsal part layer 6a,0.129411765,0.596078431,0.4
284,831,952,Agranular insular area dorsal part layer 6b,AId6b,,1,3,8690,104,8,1,284,/997/8/567/688/695/315/95/104/831/,219866,0,,f,285,2036891461,734881840,Agranular insular area dorsal part layer 6b,0.129411765,0.596078431,0.4
285,111,13,Agranular insular area posterior part,AIp,,1,3,8690,95,7,1,285,/997/8/567/688/695/315/95/111/,219866,0,,f,286,1382517995,734881840,Agranular insular area posterior part,0.129411765,0.596078431,0.4
286,120,863,Agranular insular area posterior part layer 1,AIp1,,1,3,8690,111,8,1,286,/997/8/567/688/695/315/95/111/120/,219866,0,,f,287,2147483647,734881840,Agranular insular area posterior part layer 1,0.129411765,0.596078431,0.4
287,163,1010,Agranular insular area posterior part layer 2/3,AIp2/3,,1,3,8690,111,8,1,287,/997/8/567/688/695/315/95/111/163/,219866,0,,f,288,2147483647,734881840,Agranular insular area posterior part layer 2/3,0.129411765,0.596078431,0.4
288,344,891,Agranular insular area posterior part layer 5,AIp5,,1,3,8690,111,8,1,288,/997/8/567/688/695/315/95/111/344/,219866,0,,f,289,2147483647,734881840,Agranular insular area posterior part layer 5,0.129411765,0.596078431,0.4
289,314,1029,Agranular insular area posterior part layer 6a,AIp6a,,1,3,8690,111,8,1,289,/997/8/567/688/695/315/95/111/314/,219866,0,,f,290,1257274084,734881840,Agranular insular area posterior part layer 6a,0.129411765,0.596078431,0.4
290,355,1034,Agranular insular area posterior part layer 6b,AIp6b,,1,3,8690,111,8,1,290,/997/8/567/688/695/315/95/111/355/,219866,0,,f,291,2147483647,734881840,Agranular insular area posterior part layer 6b,0.129411765,0.596078431,0.4
291,119,14,Agranular insular area ventral part,AIv,,1,3,8690,95,7,1,291,/997/8/567/688/695/315/95/119/,219866,0,,f,292,2147483647,734881840,Agranular insular area ventral part,0.129411765,0.596078431,0.4
292,704,936,Agranular insular area ventral part layer 1,AIv1,,1,3,8690,119,8,1,292,/997/8/567/688/695/315/95/119/704/,219866,0,,f,293,2147483647,734881840,Agranular insular area ventral part layer 1,0.129411765,0.596078431,0.4
293,694,652,Agranular insular area ventral part layer 2/3,AIv2/3,,1,3,8690,119,8,1,293,/997/8/567/688/695/315/95/119/694/,219866,0,,f,294,2147483647,734881840,Agranular insular area ventral part layer 2/3,0.129411765,0.596078431,0.4
294,800,948,Agranular insular area ventral part layer 5,AIv5,,1,3,8690,119,8,1,294,/997/8/567/688/695/315/95/119/800/,219866,0,,f,295,2147483647,734881840,Agranular insular area ventral part layer 5,0.129411765,0.596078431,0.4
295,675,1074,Agranular insular area ventral part layer 6a,AIv6a,,1,3,8690,119,8,1,295,/997/8/567/688/695/315/95/119/675/,219866,0,,f,296,1561328289,734881840,Agranular insular area ventral part layer 6a,0.129411765,0.596078431,0.4
296,699,1077,Agranular insular area ventral part layer 6b,AIv6b,,1,3,8690,119,8,1,296,/997/8/567/688/695/315/95/119/699/,219866,0,,f,297,2147483647,734881840,Agranular insular area ventral part layer 6b,0.129411765,0.596078431,0.4
