index,id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name,R,G,B
12,500,203,Somatomotor areas,MO,,1,3,8690,315,6,1,12,/997/8/567/688/695/315/500/,1F9D5A,0,,f,13,356591023,734881840,Somatomotor areas,0.121568627,0.615686275,0.352941176
13,107,1003,Somatomotor areas Layer 1,MO1,,1,3,8690,500,7,1,13,/997/8/567/688/695/315/500/107/,1F9D5A,0,,f,14,900612548,734881840,Somatomotor areas Layer 1,0.121568627,0.615686275,0.352941176
14,219,1017,Somatomotor areas Layer 2/3,MO2/3,,1,3,8690,500,7,1,14,/997/8/567/688/695/315/500/219/,1F9D5A,0,,f,15,1075749695,734881840,Somatomotor areas Layer 2/3,0.121568627,0.615686275,0.352941176
15,299,1027,Somatomotor areas Layer 5,MO5,,1,3,8690,500,7,1,15,/997/8/567/688/695/315/500/299/,1F9D5A,0,,f,16,851674589,734881840,Somatomotor areas Layer 5,0.121568627,0.615686275,0.352941176
16,644,787,Somatomotor areas Layer 6a,MO6a,,1,3,8690,500,7,1,16,/997/8/567/688/695/315/500/644/,1F9D5A,0,,f,17,1003126892,734881840,Somatomotor areas Layer 6a,0.121568627,0.615686275,0.352941176
17,947,825,Somatomotor areas Layer 6b,MO6b,,1,3,8690,500,7,1,17,/997/8/567/688/695/315/500/947/,1F9D5A,0,,f,18,2147483647,734881840,Somatomotor areas Layer 6b,0.121568627,0.615686275,0.352941176
18,985,830,Primary motor area,MOp,,1,3,8690,500,7,1,18,/997/8/567/688/695/315/500/985/,1F9D5A,0,,f,19,1852742012,734881840,Primary motor area,0.121568627,0.615686275,0.352941176
19,320,888,Primary motor area Layer 1,MOp1,,1,3,8690,985,8,1,19,/997/8/567/688/695/315/500/985/320/,1F9D5A,0,,f,20,571569106,734881840,Primary motor area Layer 1,0.121568627,0.615686275,0.352941176
20,943,966,Primary motor area Layer 2/3,MOp2/3,,1,3,8690,985,8,1,20,/997/8/567/688/695/315/500/985/943/,1F9D5A,0,,f,21,2147483647,734881840,Primary motor area Layer 2/3,0.121568627,0.615686275,0.352941176
21,648,929,Primary motor area Layer 5,MOp5,,1,3,8690,985,8,1,21,/997/8/567/688/695/315/500/985/648/,1F9D5A,0,,f,22,628930507,734881840,Primary motor area Layer 5,0.121568627,0.615686275,0.352941176
22,844,1095,Primary motor area Layer 6a,MOp6a,,1,3,8690,985,8,1,22,/997/8/567/688/695/315/500/985/844/,1F9D5A,0,,f,23,2147483647,734881840,Primary motor area Layer 6a,0.121568627,0.615686275,0.352941176
23,882,1100,Primary motor area Layer 6b,MOp6b,,1,3,8690,985,8,1,23,/997/8/567/688/695/315/500/985/882/,1F9D5A,0,,f,24,1442896821,734881840,Primary motor area Layer 6b,0.121568627,0.615686275,0.352941176
24,993,831,Secondary motor area,MOs,,1,3,8690,500,7,1,24,/997/8/567/688/695/315/500/993/,1F9D5A,0,,f,25,1043755260,734881840,Secondary motor area,0.121568627,0.615686275,0.352941176
25,656,930,Secondary motor area layer 1,MOs1,,1,3,8690,993,8,1,25,/997/8/567/688/695/315/500/993/656/,1F9D5A,0,,f,26,2147483647,734881840,Secondary motor area layer 1,0.121568627,0.615686275,0.352941176
26,962,1110,Secondary motor area layer 2/3,MOs2/3,,1,3,8690,993,8,1,26,/997/8/567/688/695/315/500/993/962/,1F9D5A,0,,f,27,2147483647,734881840,Secondary motor area layer 2/3,0.121568627,0.615686275,0.352941176
27,767,944,Secondary motor area layer 5,MOs5,,1,3,8690,993,8,1,27,/997/8/567/688/695/315/500/993/767/,1F9D5A,0,,f,28,2147483647,734881840,Secondary motor area layer 5,0.121568627,0.615686275,0.352941176
28,1021,1117,Secondary motor area layer 6a,MOs6a,,1,3,8690,993,8,1,28,/997/8/567/688/695/315/500/993/1021/,1F9D5A,0,,f,29,2147483647,734881840,Secondary motor area layer 6a,0.121568627,0.615686275,0.352941176
29,1085,1125,Secondary motor area layer 6b,MOs6b,,1,3,8690,993,8,1,29,/997/8/567/688/695/315/500/993/1085/,1F9D5A,0,,f,30,1225271489,734881840,Secondary motor area layer 6b,0.121568627,0.615686275,0.352941176
