index,id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name,R,G,B
107,1057,131,Gustatory areas,GU,,1,3,8690,315,6,1,107,/997/8/567/688/695/315/1057/,009C75,0,,f,108,722362724,734881840,Gustatory areas,0,0.611764706,0.458823529
108,36,994,Gustatory areas layer 1,GU1,,1,3,8690,1057,7,1,108,/997/8/567/688/695/315/1057/36/,009C75,0,,f,109,2147483647,734881840,Gustatory areas layer 1,0,0.611764706,0.458823529
109,180,729,Gustatory areas layer 2/3,GU2/3,,1,3,8690,1057,7,1,109,/997/8/567/688/695/315/1057/180/,009C75,0,,f,110,2147483647,734881840,Gustatory areas layer 2/3,0,0.611764706,0.458823529
110,148,1008,Gustatory areas layer 4,GU4,,1,3,8690,1057,7,1,110,/997/8/567/688/695/315/1057/148/,009C75,0,,f,111,2147483647,734881840,Gustatory areas layer 4,0,0.611764706,0.458823529
111,187,1013,Gustatory areas layer 5,GU5,,1,3,8690,1057,7,1,111,/997/8/567/688/695/315/1057/187/,009C75,0,,f,112,2147483647,734881840,Gustatory areas layer 5,0,0.611764706,0.458823529
112,638,645,Gustatory areas layer 6a,GU6a,,1,3,8690,1057,7,1,112,/997/8/567/688/695/315/1057/638/,009C75,0,,f,113,2147483647,734881840,Gustatory areas layer 6a,0,0.611764706,0.458823529
113,662,648,Gustatory areas layer 6b,GU6b,,1,3,8690,1057,7,1,113,/997/8/567/688/695/315/1057/662/,009C75,0,,f,114,1086554447,734881840,Gustatory areas layer 6b,0,0.611764706,0.458823529
114,677,367,Visceral area,VISC,,1,3,8690,315,6,1,114,/997/8/567/688/695/315/677/,11AD83,0,,f,115,2147483647,734881840,Visceral area,0.066666667,0.678431373,0.51372549
115,897,1102,Visceral area layer 1,VISC1,,1,3,8690,677,7,1,115,/997/8/567/688/695/315/677/897/,11AD83,0,,f,116,1291666049,734881840,Visceral area layer 1,0.066666667,0.678431373,0.51372549
116,1106,1128,Visceral area layer 2/3,VISC2/3,,1,3,8690,677,7,1,116,/997/8/567/688/695/315/677/1106/,11AD83,0,,f,117,1410936982,734881840,Visceral area layer 2/3,0.066666667,0.678431373,0.51372549
117,1010,1116,Visceral area layer 4,VISC4,,1,3,8690,677,7,1,117,/997/8/567/688/695/315/677/1010/,11AD83,0,,f,118,1016575502,734881840,Visceral area layer 4,0.066666667,0.678431373,0.51372549
118,1058,1122,Visceral area layer 5,VISC5,,1,3,8690,677,7,1,118,/997/8/567/688/695/315/677/1058/,11AD83,0,,f,119,1267762840,734881840,Visceral area layer 5,0.066666667,0.678431373,0.51372549
119,857,1097,Visceral area layer 6a,VISC6a,,1,3,8690,677,7,1,119,/997/8/567/688/695/315/677/857/,11AD83,0,,f,120,1023764080,734881840,Visceral area layer 6a,0.066666667,0.678431373,0.51372549
120,849,1096,Visceral area layer 6b,VISC6b,,1,3,8690,677,7,1,120,/997/8/567/688/695/315/677/849/,11AD83,0,,f,121,2147483647,734881840,Visceral area layer 6b,0.066666667,0.678431373,0.51372549
